,NAME,Address1,Address2,PHONE,street address,city,zipcode
1964,Gospel Quartets of America,"1432 W 79th StChicago, IL 60620","1432+W+79th+StChicago,+IL+60620",(872) 465-3040,1432 W 79th St,Chicago,60620
1965,North Corner Community Church,"6330 W Irving Park RdChicago, IL 60634","6330+W+Irving+Park+RdChicago,+IL+60634",(773) 263-5726,6330 W Irving Park Rd,Chicago,60634
1966,Chevra Kadisha-Men-Jewish Scrd,"6459 N Richmond StChicago, IL 60645","6459+N+Richmond+StChicago,+IL+60645",(773) 743-0074,6459 N Richmond St,Chicago,60645
1967,South Shore United Methodist,"7659 S Cregier AveChicago, IL 60649","7659+S+Cregier+AveChicago,+IL+60649",(773) 734-7440,7659 S Cregier Ave,Chicago,60649
1968,Living Word Christian Center,"6150 S Laramie AveChicago, IL 60638","6150+S+Laramie+AveChicago,+IL+60638",(773) 585-8047,6150 S Laramie Ave,Chicago,60638
1969,Ambassador's For Christ Church,"7859 S Ashland AveChicago, IL 60620","7859+S+Ashland+AveChicago,+IL+60620",(773) 723-5400,7859 S Ashland Ave,Chicago,60620
1970,Greater Metropolitan Church of Christ,"2430 E 75th StChicago, IL 60649","2430+E+75th+StChicago,+IL+60649",(773) 768-1876,2430 E 75th St,Chicago,60649
1971,Damascus Missionary Baptist Church,"7925 S Racine AveChicago, IL 60620","7925+S+Racine+AveChicago,+IL+60620",(773) 633-2772,7925 S Racine Ave,Chicago,60620
1972,Central Conference,"4055 W Peterson Ave Ste 106Chicago, IL 60646","4055+W+Peterson+Ave+Ste+106Chicago,+IL+60646",(773) 267-3060,4055 W Peterson Ave Ste 106,Chicago,60646
1973,Spiritualist Church Of Truth,"6343 W Cuyler AveChicago, IL 60634","6343+W+Cuyler+AveChicago,+IL+60634",(708) 452-8754,6343 W Cuyler Ave,Chicago,60634
1974,New Covenant Life Church,"1010 E 79th StChicago, IL 60619","1010+E+79th+StChicago,+IL+60619",(773) 224-8200,1010 E 79th St,Chicago,60619
1975,Prayer Mission,"7739 S Stony Island AveChicago, IL 60649","7739+S+Stony+Island+AveChicago,+IL+60649",(773) 375-5928,7739 S Stony Island Ave,Chicago,60649
1976,Temple Of Brotherly Love,"1843 E 77th StChicago, IL 60649","1843+E+77th+StChicago,+IL+60649",(773) 221-3676,1843 E 77th St,Chicago,60649
1977,United Missions Church Of God,"2423 E 75th StChicago, IL 60649","2423+E+75th+StChicago,+IL+60649",(773) 933-9877,2423 E 75th St,Chicago,60649
1978,Walk of Faith Ministries,"7906 S Ingleside AveChicago, IL 60619","7906+S+Ingleside+AveChicago,+IL+60619",(773) 663-4357,7906 S Ingleside Ave,Chicago,60619
1979,Ephphatha Lutheran Church Of The Deaf,"7956 S King DrChicago, IL 60619","7956+S+King+DrChicago,+IL+60619",(773) 723-3232,7956 S King Dr,Chicago,60619
1980,St James Evangelical Lutheran Church,"8000 S Michigan AveChicago, IL 60619","8000+S+Michigan+AveChicago,+IL+60619",(773) 224-2246,8000 S Michigan Ave,Chicago,60619
1981,New Gideon Missionary Baptist Church,"1025 E 79th StChicago, IL 60619","1025+E+79th+StChicago,+IL+60619",(773) 891-1257,1025 E 79th St,Chicago,60619
1982,Shrine-St Rita-Cascia,"7740 S Western AveChicago, IL 60620","7740+S+Western+AveChicago,+IL+60620",(773) 925-6600,7740 S Western Ave,Chicago,60620
1983,Zion Temple Church Of God In Christ,"1754 W 79th StChicago, IL 60620","1754+W+79th+StChicago,+IL+60620",(773) 846-2791,1754 W 79th St,Chicago,60620
1984,Another Chance Learning Center,"1641 W 79th StChicago, IL 60620","1641+W+79th+StChicago,+IL+60620",(773) 998-1641,1641 W 79th St,Chicago,60620
1985,University Bible Fellowship,"4065 N Narragansett AveChicago, IL 60634","4065+N+Narragansett+AveChicago,+IL+60634",(773) 282-8287,4065 N Narragansett Ave,Chicago,60634
1986,The Now Church,"1701 W 79th StChicago, IL 60620","1701+W+79th+StChicago,+IL+60620",(773) 783-4100,1701 W 79th St,Chicago,60620
1987,New Faith Apostolic Church,"7928 S Ashland AveChicago, IL 60620","7928+S+Ashland+AveChicago,+IL+60620",(773) 846-2503,7928 S Ashland Ave,Chicago,60620
1988,Original Wings of Faith Missionary Baptist Church,"7855 S Winchester AveChicago, IL 60620","7855+S+Winchester+AveChicago,+IL+60620",(773) 783-5857,7855 S Winchester Ave,Chicago,60620
1989,New Life House of Prayer,"8001 S Racine AveChicago, IL 60620","8001+S+Racine+AveChicago,+IL+60620",(773) 846-6155,8001 S Racine Ave,Chicago,60620
1990,Holy Mountain Evangelical Church,"5400 N Lawler AveChicago, IL 60630","5400+N+Lawler+AveChicago,+IL+60630",(773) 481-1618,5400 N Lawler Ave,Chicago,60630
1991,First Congregational Church,"5400 N Lawler AveChicago, IL 60630","5400+N+Lawler+AveChicago,+IL+60630",(773) 777-4277,5400 N Lawler Ave,Chicago,60630
1992,New Second Hope Missionary Baptist,"7819 S Stony Island AveChicago, IL 60649","7819+S+Stony+Island+AveChicago,+IL+60649",(312) 768-7950,7819 S Stony Island Ave,Chicago,60649
1993,New Original Church of God In Christ Inc,"1750 E 78th StChicago, IL 60649","1750+E+78th+StChicago,+IL+60649",(773) 978-0947,1750 E 78th St,Chicago,60649
1994,Free Salvation Mb Church,"7549 S Phillips AveChicago, IL 60649","7549+S+Phillips+AveChicago,+IL+60649",(773) 731-4036,7549 S Phillips Ave,Chicago,60649
1995,World Renegade Church,"6352 N Lincoln AveChicago, IL 60659","6352+N+Lincoln+AveChicago,+IL+60659",(872) 208-6810,6352 N Lincoln Ave,Chicago,60659
1996,Commonwealth Community Church,"140 W 81st StChicago, IL 60620","140+W+81st+StChicago,+IL+60620",(773) 873-2077,140 W 81st St,Chicago,60620
1997,Almighty Nations of Moors,"8010 S Cottage Grove AveChicago, IL 60619","8010+S+Cottage+Grove+AveChicago,+IL+60619",(773) 675-8130,8010 S Cottage Grove Ave,Chicago,60619
1998,Montrose Baptist Church,"4411 N Melvina AveChicago, IL 60630","4411+N+Melvina+AveChicago,+IL+60630",(773) 685-8628,4411 N Melvina Ave,Chicago,60630
1999,Rev Lucius Hall Rev,"2140 W 79th StChicago, IL 60620","2140+W+79th+StChicago,+IL+60620",(773) 224-6800,2140 W 79th St,Chicago,60620
2000,United In Faith Lutheran Church,"6525 W Irving Park RdChicago, IL 60634","6525+W+Irving+Park+RdChicago,+IL+60634",(773) 283-2326,6525 W Irving Park Rd,Chicago,60634
2001,Saint Jeromes Church,"1706 W Morse AveChicago, IL 60626","1706+W+Morse+AveChicago,+IL+60626",(773) 262-3284,1706 W Morse Ave,Chicago,60626
2002,St Robert Bellarmine,"4646 N Austin AveChicago, IL 60630","4646+N+Austin+AveChicago,+IL+60630",(773) 777-2666,4646 N Austin Ave,Chicago,60630
2003,Crerar Memorial Presbyterian,"8100 S Calumet AveChicago, IL 60619","8100+S+Calumet+AveChicago,+IL+60619",(773) 874-2132,8100 S Calumet Ave,Chicago,60619
2004,Chatham Fields Lutheran Church,"8050 S Saint Lawrence AveChicago, IL 60619","8050+S+Saint+Lawrence+AveChicago,+IL+60619",(773) 723-3661,8050 S Saint Lawrence Ave,Chicago,60619
2005,St John Church Temple,"2139 W 79th StChicago, IL 60620","2139+W+79th+StChicago,+IL+60620",(773) 632-9577,2139 W 79th St,Chicago,60620
2006,First Church Of Love & Faith,"2147 W 79th StChicago, IL 60620","2147+W+79th+StChicago,+IL+60620",(773) 651-0711,2147 W 79th St,Chicago,60620
2007,Victory Apostolic Faith Church,"8053 S May StChicago, IL 60620","8053+S+May+StChicago,+IL+60620",(773) 723-1071,8053 S May St,Chicago,60620
2008,Saint Faith Pentecostal Holiness Deliverance Center,"8044 S Racine AveChicago, IL 60620","8044+S+Racine+AveChicago,+IL+60620",(773) 723-9291,8044 S Racine Ave,Chicago,60620
2009,Norwood H Rev,"8058 S Maryland AveChicago, IL 60619","8058+S+Maryland+AveChicago,+IL+60619",(773) 483-0677,8058 S Maryland Ave,Chicago,60619
2010,Liberty Temple Full Gospel Church,"2233 W 79th StChicago, IL 60620","2233+W+79th+StChicago,+IL+60620",(773) 737-7843,2233 W 79th St,Chicago,60620
2011,St Mark United Methodist Ch,"8101 S Eberhart AveChicago, IL 60619","8101+S+Eberhart+AveChicago,+IL+60619",(773) 891-2551,8101 S Eberhart Ave,Chicago,60619
2012,Apostolic Little Rock Church,"8020 S Ashland AveChicago, IL 60620","8020+S+Ashland+AveChicago,+IL+60620",(773) 846-9500,8020 S Ashland Ave,Chicago,60620
2013,Kollel Ohel Torah,"3635 W Devon AveChicago, IL 60659","3635+W+Devon+AveChicago,+IL+60659",(773) 478-9789,3635 W Devon Ave,Chicago,60659
2014,St Robert Bellarmine School,"6036 W Eastwood AveChicago, IL 60630","6036+W+Eastwood+AveChicago,+IL+60630",(773) 725-5133,6036 W Eastwood Ave,Chicago,60630
2015,Sisters Of Notre Dame,"6036 W Eastwood AveChicago, IL 60630","6036+W+Eastwood+AveChicago,+IL+60630",(773) 725-6712,6036 W Eastwood Ave,Chicago,60630
2016,St Jeromes Church,"1709 W Lunt AveChicago, IL 60626","1709+W+Lunt+AveChicago,+IL+60626",(773) 262-3170,1709 W Lunt Ave,Chicago,60626
2017,New Spiritual Light Missionary Baptist Church,"7566 S South Shore DrChicago, IL 60649","7566+S+South+Shore+DrChicago,+IL+60649",(773) 734-5483,7566 S South Shore Dr,Chicago,60649
2018,Windsor Park Evangelical Lutheran Church Elca,"2619 E 76th StChicago, IL 60649","2619+E+76th+StChicago,+IL+60649",(773) 768-1812,2619 E 76th St,Chicago,60649
2019,Martin Luther Church,"6850 W Addison StChicago, IL 60634","6850+W+Addison+StChicago,+IL+60634",(773) 777-8821,6850 W Addison St,Chicago,60634
2020,Iskcon Chicago,"1716 W Lunt AveChicago, IL 60626","1716+W+Lunt+AveChicago,+IL+60626",(773) 681-0064,1716 W Lunt Ave,Chicago,60626
2021,Greater Mt Hebron,"8000 S Wood StChicago, IL 60620","8000+S+Wood+StChicago,+IL+60620",(773) 322-4317,8000 S Wood St,Chicago,60620
2022,New Life Community South,"1736 E 79th StChicago, IL 60649","1736+E+79th+StChicago,+IL+60649",(773) 734-2649,1736 E 79th St,Chicago,60649
2023,Haven of Rest Missionary Baptist Church,"7925 S South Chicago AveChicago, IL 60617","7925+S+South+Chicago+AveChicago,+IL+60617",(773) 375-4489,7925 S South Chicago Ave,Chicago,60617
2024,St Cornelius Rectory,"5205 N Lieb AveChicago, IL 60630","5205+N+Lieb+AveChicago,+IL+60630",(773) 283-5222,5205 N Lieb Ave,Chicago,60630
2025,Cowac,"7649 S Phillips AveChicago, IL 60649","7649+S+Phillips+AveChicago,+IL+60649",(773) 359-4446,7649 S Phillips Ave,Chicago,60649
2026,Saint Constance Convent,"4910 N Menard AveChicago, IL 60630","4910+N+Menard+AveChicago,+IL+60630",(773) 481-1831,4910 N Menard Ave,Chicago,60630
2027,Our Lady Of Peace Parish,"7851 S Jeffery BlvdChicago, IL 60649","7851+S+Jeffery+BlvdChicago,+IL+60649",(773) 768-0105,7851 S Jeffery Blvd,Chicago,60649
2028,Assembly Of God Evangel,"4732 N Austin AveChicago, IL 60630","4732+N+Austin+AveChicago,+IL+60630",(773) 647-1126,4732 N Austin Ave,Chicago,60630
2029,Agudath Israel of West Rogers Park Inc,"2801 W Pratt BlvdChicago, IL 60645","2801+W+Pratt+BlvdChicago,+IL+60645",(773) 338-4500,2801 W Pratt Blvd,Chicago,60645
2030,New Missionary Baptist Church,"8130 S Racine AveChicago, IL 60620","8130+S+Racine+AveChicago,+IL+60620",(773) 873-9300,8130 S Racine Ave,Chicago,60620
2031,Sheraine Lathon Ministries,"2255 W 79th PlChicago, IL 60620","2255+W+79th+PlChicago,+IL+60620",(224) 585-8396,2255 W 79th Pl,Chicago,60620
2032,Empowerment Covenant Church,"1857 E 79th StChicago, IL 60649","1857+E+79th+StChicago,+IL+60649",(773) 530-0120,1857 E 79th St,Chicago,60649
2033,The Church of Living Faith,"1853 E 79th StChicago, IL 60649","1853+E+79th+StChicago,+IL+60649",(773) 374-5523,1853 E 79th St,Chicago,60649
2034,Christ Celebration and Miracle Ministries,"2338 W Morse Ave Apt 2bChicago, IL 60645","2338+W+Morse+Ave+Apt+2bChicago,+IL+60645",(773) 293-6761,2338 W Morse Ave Apt 2b,Chicago,60645
2035,Banner Faith Ministry,"7719 S Phillips AveChicago, IL 60649","7719+S+Phillips+AveChicago,+IL+60649",(773) 374-2826,7719 S Phillips Ave,Chicago,60649
2036,Sauganash Community Church,"4541 W Peterson AveChicago, IL 60646","4541+W+Peterson+AveChicago,+IL+60646",(773) 283-3947,4541 W Peterson Ave,Chicago,60646
2037,Rhema Revealed Worship Center,"8151 S Racine AveChicago, IL 60620","8151+S+Racine+AveChicago,+IL+60620",(872) 818-5530,8151 S Racine Ave,Chicago,60620
2038,Church Of Chicgoans,"5518 W Gettysburg StChicago, IL 60630","5518+W+Gettysburg+StChicago,+IL+60630",(773) 283-5575,5518 W Gettysburg St,Chicago,60630
2039,St Constance Church,"5843 W Strong StChicago, IL 60630","5843+W+Strong+StChicago,+IL+60630",(773) 545-8581,5843 W Strong St,Chicago,60630
2040,Christ International Outreach Ministries,"7711 S Kedzie AveChicago, IL 60652","7711+S+Kedzie+AveChicago,+IL+60652",(773) 498-8769,7711 S Kedzie Ave,Chicago,60652
2041,Congregation Khal Chasidim,"6757 N Richmond StChicago, IL 60645","6757+N+Richmond+StChicago,+IL+60645",(773) 761-9883,6757 N Richmond St,Chicago,60645
2042,Goshen S D A Church,"8221 S State StChicago, IL 60619","8221+S+State+StChicago,+IL+60619",(773) 488-8788,8221 S State St,Chicago,60619
2043,Colony All Nation Pentecostal Church,"2035 E 79th StChicago, IL 60649","2035+E+79th+StChicago,+IL+60649",(773) 734-7022,2035 E 79th St,Chicago,60649
2044,Way Of The Cross Missionary Baptist Church,"8229 S Halsted StChicago, IL 60620","8229+S+Halsted+StChicago,+IL+60620",(773) 224-7979,8229 S Halsted St,Chicago,60620
2045,Elim Romania Pentecostal Church,"3915 W Devon AveChicago, IL 60659","3915+W+Devon+AveChicago,+IL+60659",(773) 681-0529,3915 W Devon Ave,Chicago,60659
2046,Indo Pak United Methodist Mission,"2301 W Lunt AveChicago, IL 60645","2301+W+Lunt+AveChicago,+IL+60645",(773) 465-3113,2301 W Lunt Ave,Chicago,60645
2047,Jehovah Jireh,"8233 S Vernon AveChicago, IL 60619","8233+S+Vernon+AveChicago,+IL+60619",(773) 846-9798,8233 S Vernon Ave,Chicago,60619
2048,Avalon Park Community Church,"8100 S Dante AveChicago, IL 60619","8100+S+Dante+AveChicago,+IL+60619",(773) 721-3988,8100 S Dante Ave,Chicago,60619
2049,Garfield Ridge Baptist Church,"5520 S Narragansett AveChicago, IL 60638","5520+S+Narragansett+AveChicago,+IL+60638",(773) 586-7744,5520 S Narragansett Ave,Chicago,60638
2050,New Life Christian Tabernacle,"1023 E 82nd StChicago, IL 60619","1023+E+82nd+StChicago,+IL+60619",(773) 952-8624,1023 E 82nd St,Chicago,60619
2051,Iglesia Cristiana Estrella De La Manana Inc,"3748 N Newland AveChicago, IL 60634","3748+N+Newland+AveChicago,+IL+60634",(773) 283-4025,3748 N Newland Ave,Chicago,60634
2052,Salem Gospel Center,"8240 S Racine AveChicago, IL 60620","8240+S+Racine+AveChicago,+IL+60620",(773) 783-6252,8240 S Racine Ave,Chicago,60620
2053,Blessed Assurance,"8247 S Rhodes AveChicago, IL 60619","8247+S+Rhodes+AveChicago,+IL+60619",(773) 962-9109,8247 S Rhodes Ave,Chicago,60619
2054,Church Of The Nazarene,"8033 S Western AveChicago, IL 60620","8033+S+Western+AveChicago,+IL+60620",(773) 498-8190,8033 S Western Ave,Chicago,60620
2055,Philadelphia Baptist Church,"1142 E 82nd StChicago, IL 60619","1142+E+82nd+StChicago,+IL+60619",(773) 731-6733,1142 E 82nd St,Chicago,60619
2056,Abundant Life Church Of God,"7705 S Exchange AveChicago, IL 60649","7705+S+Exchange+AveChicago,+IL+60649",(773) 359-4155,7705 S Exchange Ave,Chicago,60649
2057,Saint Daniel The Prophet,"5300 S Natoma AveChicago, IL 60638","5300+S+Natoma+AveChicago,+IL+60638",(773) 586-1223,5300 S Natoma Ave,Chicago,60638
2058,St Daniel the Prophet Convent Day Care,"5300 S Natoma AveChicago, IL 60638","5300+S+Natoma+AveChicago,+IL+60638",(773) 586-2237,5300 S Natoma Ave,Chicago,60638
2059,Way Of Holiness Full Gospel Cogic,"8041 S Western AveChicago, IL 60620","8041+S+Western+AveChicago,+IL+60620",(773) 306-2385,8041 S Western Ave,Chicago,60620
2060,God's House-Divine Revelation,"8308 S Halsted StChicago, IL 60620","8308+S+Halsted+StChicago,+IL+60620",(773) 891-3251,8308 S Halsted St,Chicago,60620
2061,Winners Chapel Chicago,"7114 N Clark StChicago, IL 60626","7114+N+Clark+StChicago,+IL+60626",(630) 506-4785,7114 N Clark St,Chicago,60626
2062,Saint Thomas Lutheran Church,"8008 S Jeffery BlvdChicago, IL 60617","8008+S+Jeffery+BlvdChicago,+IL+60617",(773) 375-0030,8008 S Jeffery Blvd,Chicago,60617
2063,Faith Evangelical Lutheran Church,"8300 S Sangamon StChicago, IL 60620","8300+S+Sangamon+StChicago,+IL+60620",(773) 488-8286,8300 S Sangamon St,Chicago,60620
2064,Apostolic Catholic Assyrian Church,"7201 N Ashland BlvdChicago, IL 60626","7201+N+Ashland+BlvdChicago,+IL+60626",(773) 465-4777,7201 N Ashland Blvd,Chicago,60626
2065,Humanity Foundation of Chicago-Central United Community Church,"8244 S Cottage Grove AveChicago, IL 60619","8244+S+Cottage+Grove+AveChicago,+IL+60619",(773) 651-0007,8244 S Cottage Grove Ave,Chicago,60619
2066,Love & Unity Prayer Group,"1153 E 82nd StChicago, IL 60619","1153+E+82nd+StChicago,+IL+60619",(773) 933-9796,1153 E 82nd St,Chicago,60619
2067,Methodist Youth Service Inc,"1737 W Touhy AveChicago, IL 60626","1737+W+Touhy+AveChicago,+IL+60626",(773) 840-4600,1737 W Touhy Ave,Chicago,60626
2068,Central United Community Chr,"8246 S Cottage Grove AveChicago, IL 60619","8246+S+Cottage+Grove+AveChicago,+IL+60619",(773) 651-7752,8246 S Cottage Grove Ave,Chicago,60619
2069,St Daniel the Prophet School,"5337 S Natoma AveChicago, IL 60638","5337+S+Natoma+AveChicago,+IL+60638",(773) 586-1225,5337 S Natoma Ave,Chicago,60638
2070,Our Saviour Lutheran Church,"3457 N Neva AveChicago, IL 60634","3457+N+Neva+AveChicago,+IL+60634",(773) 736-1120,3457 N Neva Ave,Chicago,60634
2071,Family Of God Church Of God In Christ,"8324 S Halsted StChicago, IL 60620","8324+S+Halsted+StChicago,+IL+60620",(773) 723-7406,8324 S Halsted St,Chicago,60620
2072,Park Manor Baptist Ch,"8328 S Green StChicago, IL 60620","8328+S+Green+StChicago,+IL+60620",(773) 723-3565,8328 S Green St,Chicago,60620
2073,Greater Pleasant Valley College Preparatory,"910 E 83rd StChicago, IL 60619","910+E+83rd+StChicago,+IL+60619",(773) 891-3104,910 E 83rd St,Chicago,60619
2074,The Excellent Way Church of God & Christ,"2510 E 79th StChicago, IL 60649","2510+E+79th+StChicago,+IL+60649",(773) 375-1500,2510 E 79th St,Chicago,60649
2075,Kingdom Harvest Ministries Chicago,"8156 S Blackstone AveChicago, IL 60619","8156+S+Blackstone+AveChicago,+IL+60619",(773) 375-6510,8156 S Blackstone Ave,Chicago,60619
2076,Christ Centered Church of God,"8319 S Racine AveChicago, IL 60620","8319+S+Racine+AveChicago,+IL+60620",(773) 487-8247,8319 S Racine Ave,Chicago,60620
2077,Come & See Missionary Baptist Church,"8333 S King DrChicago, IL 60619","8333+S+King+DrChicago,+IL+60619",(773) 846-4756,8333 S King Dr,Chicago,60619
2078,Latvian Zion Lutheran Church,"6551 W Montrose AveChicago, IL 60634","6551+W+Montrose+AveChicago,+IL+60634",(773) 725-3820,6551 W Montrose Ave,Chicago,60634
2079,Calvary Covenant Church,"8056 S Maplewood AveChicago, IL 60652","8056+S+Maplewood+AveChicago,+IL+60652",(773) 476-0008,8056 S Maplewood Ave,Chicago,60652
2080,St Symphorosa School,"6125 S Austin AveChicago, IL 60638","6125+S+Austin+AveChicago,+IL+60638",(773) 585-6888,6125 S Austin Ave,Chicago,60638
2081,Ezras Israel,"7001 N California AveChicago, IL 60645","7001+N+California+AveChicago,+IL+60645",(773) 764-8320,7001 N California Ave,Chicago,60645
2082,New Nazareth Baptist Church,"7933 S Yates BlvdChicago, IL 60617","7933+S+Yates+BlvdChicago,+IL+60617",(773) 731-4747,7933 S Yates Blvd,Chicago,60617
2083,Rogers Park Community Church,"2109 W Touhy AveChicago, IL 60645","2109+W+Touhy+AveChicago,+IL+60645",(773) 465-4665,2109 W Touhy Ave,Chicago,60645
2084,Jehovah's Witness,"8139 S Western AveChicago, IL 60620","8139+S+Western+AveChicago,+IL+60620",(773) 476-7789,8139 S Western Ave,Chicago,60620
2085,New Faith Missionary Baptist,"8400 S Halsted StChicago, IL 60620","8400+S+Halsted+StChicago,+IL+60620",(773) 783-4800,8400 S Halsted St,Chicago,60620
2086,Calvary Baptist Church,"2309 E 80th StChicago, IL 60617","2309+E+80th+StChicago,+IL+60617",(773) 734-0800,2309 E 80th St,Chicago,60617
2087,Heritage,"2826 W Lunt AveChicago, IL 60645","2826+W+Lunt+AveChicago,+IL+60645",(773) 973-1800,2826 W Lunt Ave,Chicago,60645
2088,Bible Deliverance Temple Church,"1724 E 82nd StChicago, IL 60617","1724+E+82nd+StChicago,+IL+60617",(773) 375-9770,1724 E 82nd St,Chicago,60617
2089,Saint Bride Parish,"7811 S Coles AveChicago, IL 60649","7811+S+Coles+AveChicago,+IL+60649",(773) 731-8822,7811 S Coles Ave,Chicago,60649
2090,Baptist Pearlie,"2053 E 81st StChicago, IL 60617","2053+E+81st+StChicago,+IL+60617",(773) 933-0914,2053 E 81st St,Chicago,60617
2091,Faith Tabernacle Baptist Church,"8210 S Cornell AveChicago, IL 60617","8210+S+Cornell+AveChicago,+IL+60617",(773) 978-6000,8210 S Cornell Ave,Chicago,60617
2092,National Baptist Convention USA Inc,"3787 W Pippin StChicago, IL 60652","3787+W+Pippin+StChicago,+IL+60652",(773) 424-4944,3787 W Pippin St,Chicago,60652
2093,God's True Love Outreach,"1514 1/2 W 87th StChicago, IL 60620","1514+1/2+W+87th+StChicago,+IL+60620",(773) 840-3370,1514 1/2 W 87th St,Chicago,60620
2094,Presbyterian Church of Ghana,"741 E 84th StChicago, IL 60619","741+E+84th+StChicago,+IL+60619",(773) 891-3763,741 E 84th St,Chicago,60619
2095,Messiah & Saint Bartholomew Episcopal Church,"8255 S Dante AveChicago, IL 60619","8255+S+Dante+AveChicago,+IL+60619",(773) 721-3232,8255 S Dante Ave,Chicago,60619
2096,Labor of Love Apostolic Church,"2800 E 79th StChicago, IL 60649","2800+E+79th+StChicago,+IL+60649",(773) 734-7207,2800 E 79th St,Chicago,60649
2097,Grace and Faith Christian Church,"3400 W 79th StChicago, IL 60652","3400+W+79th+StChicago,+IL+60652",(773) 863-8878,3400 W 79th St,Chicago,60652
2098,Destiny of Destiny Minis,"3406 W 79th StChicago, IL 60652","3406+W+79th+StChicago,+IL+60652",(773) 424-8415,3406 W 79th St,Chicago,60652
2099,St Clotilde Church,"8430 S Calumet AveChicago, IL 60619","8430+S+Calumet+AveChicago,+IL+60619",(773) 874-1022,8430 S Calumet Ave,Chicago,60619
2100,Saint Thomas More Church,"2825 W 81st StChicago, IL 60652","2825+W+81st+StChicago,+IL+60652",(773) 436-4444,2825 W 81st St,Chicago,60652
2101,Christ Reviival Center,"8429 S Racine AveChicago, IL 60620","8429+S+Racine+AveChicago,+IL+60620",(773) 874-8455,8429 S Racine Ave,Chicago,60620
2102,Jehovah's Witnesses,"2833 E 79th StChicago, IL 60649","2833+E+79th+StChicago,+IL+60649",(773) 374-2122,2833 E 79th St,Chicago,60649
2103,Filipino Immanuel Baptist Church,"5928 W Foster AveChicago, IL 60630","5928+W+Foster+AveChicago,+IL+60630",(773) 763-7210,5928 W Foster Ave,Chicago,60630
2104,Grace Pentecostal Church,"8432 S Gilbert CtChicago, IL 60620","8432+S+Gilbert+CtChicago,+IL+60620",(708) 647-9034,8432 S Gilbert Ct,Chicago,60620
2105,Dr William,"8401 S Ashland AveChicago, IL 60620","8401+S+Ashland+AveChicago,+IL+60620",(773) 445-4125,8401 S Ashland Ave,Chicago,60620
2106,St. Mark United Methodist Church,"8441 S Saint Lawrence AveChicago, IL 60619","8441+S+Saint+Lawrence+AveChicago,+IL+60619",(773) 846-2992,8441 S Saint Lawrence Ave,Chicago,60619
2107,New Direction Missionary Baptist Church,"8441 S Racine AveChicago, IL 60620","8441+S+Racine+AveChicago,+IL+60620",(773) 651-2550,8441 S Racine Ave,Chicago,60620
2108,Traveling Zion Primative Baptist Church,"8444 S Racine AveChicago, IL 60620","8444+S+Racine+AveChicago,+IL+60620",(773) 488-5239,8444 S Racine Ave,Chicago,60620
2109,Queen Of All Saints Church,"6280 N Sauganash AveChicago, IL 60646","6280+N+Sauganash+AveChicago,+IL+60646",(773) 736-6060,6280 N Sauganash Ave,Chicago,60646
2110,Emmanuel Baptist Church,"8301 S Damen AveChicago, IL 60620","8301+S+Damen+AveChicago,+IL+60620",(773) 239-6828,8301 S Damen Ave,Chicago,60620
2111,New Holy Ghost Tabernacle Church Of God In Christ,"8459 S Racine AveChicago, IL 60620","8459+S+Racine+AveChicago,+IL+60620",(773) 651-5297,8459 S Racine Ave,Chicago,60620
2112,Lake Region Conference Of Sda,"8517 S State StChicago, IL 60619","8517+S+State+StChicago,+IL+60619",(773) 874-8169,8517 S State St,Chicago,60619
2113,Seventh-Day Adventist Church,"8517 S State StChicago, IL 60619","8517+S+State+StChicago,+IL+60619",(773) 846-2661,8517 S State St,Chicago,60619
2114,South Shore Baptist Church,"7877 S Coles AveChicago, IL 60649","7877+S+Coles+AveChicago,+IL+60649",(773) 375-5385,7877 S Coles Ave,Chicago,60649
2115,Christ Bible Church,"7877 S Coles AveChicago, IL 60649","7877+S+Coles+AveChicago,+IL+60649",(773) 437-3357,7877 S Coles Ave,Chicago,60649
2116,Robinson Chapel,"7950 S Burnham AveChicago, IL 60617","7950+S+Burnham+AveChicago,+IL+60617",(773) 221-6611,7950 S Burnham Ave,Chicago,60617
2117,Christ Apostolic Church,"2626 W Touhy AveChicago, IL 60645","2626+W+Touhy+AveChicago,+IL+60645",(872) 302-4935,2626 W Touhy Ave,Chicago,60645
2118,St Margaret Mary Church,"2324 W Chase Ave Ste 1Chicago, IL 60645","2324+W+Chase+Ave+Ste+1Chicago,+IL+60645",(773) 764-0615,2324 W Chase Ave Ste 1,Chicago,60645
2119,St. Stephen's Evangelical Lutheran Church,"8500 S Maryland AveChicago, IL 60619","8500+S+Maryland+AveChicago,+IL+60619",(773) 994-2700,8500 S Maryland Ave,Chicago,60619
2120,Holy Temple Non-Denominational,"8518 S Racine AveChicago, IL 60620","8518+S+Racine+AveChicago,+IL+60620",(773) 723-3629,8518 S Racine Ave,Chicago,60620
2121,Saint Felicita's Church,"1526 E 84th StChicago, IL 60619","1526+E+84th+StChicago,+IL+60619",(773) 734-2300,1526 E 84th St,Chicago,60619
2122,Redeemed Christian Church Of God,"2748 W Touhy AveChicago, IL 60645","2748+W+Touhy+AveChicago,+IL+60645",(773) 293-6907,2748 W Touhy Ave,Chicago,60645
2123,Kingdom Pathway Church,"2825 W Touhy AveChicago, IL 60645","2825+W+Touhy+AveChicago,+IL+60645",(773) 904-2865,2825 W Touhy Ave,Chicago,60645
