id,PHONE,affiliation,city,name,state,street,zipcode
1445,(773) 286-1551,buddhist,chicago,bultasa buddhist temple,il,4360 w montrose ave,60641
1446,(773) 424-4957,evangelical,chicago,jesus is the way ministry,il,3016 w 63rd st,60629
1447,(773) 776-7816,Lutheran,chicago,new hope lutheran school,il,6416 s washtenaw ave,60629
1448,(773) 994-1623,pentecostal,chicago,maranatha church of god,il,6841 s state st,60637
1449,(773) 737-5433,,chicago,new mount calvary,il,1850 w marquette rd,60636
1450,(773) 237-5310,evangelical,chicago,christ's oasis ministries,il,3101 n parkside ave,60634
1451,(773) 434-8491,baptist,chicago,risen christ baptist church,il,1934 w marquette rd,60636
1452,(773) 488-6869,baptist,chicago,new memorial baptist church,il,6844 s indiana ave,60637
1453,(773) 434-6350,pentecostal,chicago,prayer tower church of god in christ,il,6800 s loomis blvd,60636
1454,(773) 286-1090,christian jehovah's witnesses,chicago,jehovah's witnesses north congregation,il,4572 n elston ave,60630
1455,(773) 436-4427,baptist,chicago,new bethany baptist church,il,6751 s ashland ave,60636
1456,(773) 417-7606,,chicago,trinity galewood church,il,1701 n narragansett ave,60639
1457,(773) 874-8802,baptist,chicago,living to live again baptist church,il,123 e 69th st,60637
1458,(312) 785-0414,,chicago,greater encounter worship center inc,il,938 w 69th st,60621
1459,(773) 488-0956,,chicago,grace temple holiness church,il,938 w 69th st,60621
1460,(773) 476-2008,christian jehovah's witnesses,chicago,jehovah's witnesses,il,1608 w 68th st,60636
1461,(773) 424-8717,,chicago,kingdom hall of jehova's,il,1608 w 68th st,60636
1462,(773) 736-9133,,chicago,st edward,il,4343 w sunnyside ave,60630
1463,(773) 723-0159,baptist,chicago,burning bush missionary baptist church,il,946 w 69th st,60621
1464,(773) 637-3604,Lutheran,chicago,bethany lutheran church missouri synod,il,1713 n narragansett ave,60639
1465,(773) 487-9531,,chicago,true zion spiritual church,il,6915 s wentworth ave,60621
1466,(773) 224-1983,,chicago,faith walk church intl,il,6905 s halsted st,60621
1467,(773) 487-9062,pentecostal,chicago,unity church of god in christ,il,821 w 69th st,60621
1468,(773) 463-5959,christian,chicago,full gospel chicago church,il,5224 n kedzie ave,60625
1469,(773) 994-8513,,chicago,carver church,il,1112 w 69th st,60621
1470,(773) 783-3044,,chicago,mercy temple m b church,il,1124 w 69th st,60621
1471,(773) 947-9801,pentecostal,chicago,evangelist temple church of god in christ,il,6701 s blackstone ave,60637
1472,(773) 436-7940,christian,chicago,liberation christian center,il,6810 s ashland ave,60636
1473,(773) 493-7600,pentecostal,chicago,prince of peace apostolic church,il,6848 s cottage grove ave,60637
1474,(773) 925-9351,baptist,chicago,way of truth baptist church,il,6456 s california ave,60629
1475,(773) 889-3334,,chicago,galewood community ucc,il,1776 n narragansett ave,60639
1476,(773) 723-8282,baptist,chicago,first community baptist church,il,1332 w 69th st,60636
1477,(773) 846-3446,baptist,chicago,st. paul baptist church,il,6954 s union ave,60621
1478,(773) 804-1420,christian,chicago,new dimension christian center,il,6217 w grand ave,60639
1479,(773) 952-6401,,chicago,city of zion,il,6938 s halsted st,60621
1480,(773) 994-5710,baptist,chicago,antioch baptist church south,il,6953 s stewart ave,60621
1481,(773) 434-9783,episcopalian,chicago,santa teresa de avila episcopal church,il,6201 s saint louis ave,60629
1482,(773) 561-9830,Lutheran,chicago,saint philip evangelical lutheran,il,2500 w bryn mawr ave,60659
1483,(773) 434-8953,baptist,chicago,greater rock of ages missionary baptist church,il,1520 w 69th st,60636
1484,(773) 271-8899,catholic,chicago,st ephrems church,il,2537 w bryn mawr ave,60659
1485,(773) 237-5045,Lutheran,chicago,trinity evangelical lutheran church,il,2601 n meade ave,60639
1486,(773) 493-8624,methodist,chicago,martin temple ame zion church,il,6930 s cottage grove ave,60637
1487,(773) 509-1212,presbyterian,chicago,holy nation presbyterian church,il,3434 w foster ave,60625
1488,(773) 873-9469,,chicago,felton m carroll dr jr,il,6955 s king dr,60637
1489,(773) 778-8898,,chicago,apostolic whole truth church,il,1513 w 69th st,60636
1490,(773) 778-2999,baptist,chicago,traveler rest missionary baptist church,il,1515 w 69th st,60636
1491,(773) 874-1176,baptist,chicago,zion temple baptist church,il,7010 s union ave,60621
1492,(773) 631-7880,,chicago,saint monica church,il,5115 n monticello ave,60625
1493,(773) 224-4700,,chicago,congregational of park manor ucc,il,7000 s king dr,60637
1494,(773) 417-3676,,chicago,rise and shine,il,6252 w grand ave,60639
1495,(773) 561-5173,,chicago,emanuel congregation,il,5959 n sheridan rd,60660
1496,(773) 463-0055,evangelical,chicago,north park covenant church,il,5250 n christiana ave,60625
1497,(773) 846-1748,,chicago,united in love mb church,il,7010 s halsted st,60621
1498,(312) 778-6445,,chicago,charismatic fanatic,il,6615 s washtenaw ave,60629
1499,(773) 912-6003,methodist,chicago,freedom united methodist church,il,2000 w 68th pl,60636
1500,(773) 762-0875,,chicago,mt calvary m b church,il,1743 w marquette rd,60629
1501,(773) 783-1701,pentecostal,chicago,gethsemane church of god in christ,il,6959 s elizabeth st,60636
1502,(872) 256-5585,pentecostal,chicago,assembly of pentecostal church of jesus christ,il,6233 w fullerton ave,60639
1503,(773) 622-1914,churches of christ,chicago,iglesia ni cristo church of christ,il,6233 w fullerton ave,60639
1504,(773) 622-5979,greek orthodox,chicago,holy trinity greek orthodox church,il,6041 w diversey ave,60639
1505,(773) 298-1224,christian,chicago,christian family focus ctr,il,1856 w 69th st,60636
1506,(773) 628-7429,,chicago,mission voice of the high,il,3434 n central ave,60634
1507,(773) 776-3413,,chicago,living hope mbc,il,1759 w 69th st,60636
1508,(773) 463-6898,japanese new religious mvmt,chicago,illinois tenrikyo church,il,5057 n hamlin ave,60625
1509,(773) 657-3379,,chicago,city lights church,il,5120 w irving park rd,60641
1510,(773) 283-8545,united church of christ,chicago,faith united church of christ,il,5051 w belle plaine ave,60641
1511,(773) 498-6559,baptist,chicago,dependable baptist church,il,6801 s bell ave,60636
1512,(773) 483-1211,churches of christ,chicago,second temple church of christ holiness usa,il,7013 s racine ave,60636
1513,(773) 891-1359,,chicago,lakeside community committee,il,7047 s lowe ave,60621
1514,(773) 675-4565,,chicago,powerhouse deliverance,il,514 w 71st st,60621
1515,(773) 622-5900,,chicago,st ferdinand church,il,5900 w barry ave,60634
1516,(773) 783-5772,baptist,chicago,mount nebo church baptist,il,354 w 71st st,60621
1517,(773) 735-1121,,chicago,st nicholas of tolentine chr,il,3721 w 62nd st,60629
1518,(773) 728-0718,pentecostal,chicago,united missions church of god in christ,il,6033 n sheridan rd,60660
1519,(773) 874-2325,baptist,chicago,greater salem baptist church,il,215 w 71st st,60621
1520,(773) 483-4780,,chicago,atonement church,il,7001 s laflin st,60636
1521,(773) 283-2586,churches of christ,chicago,northwest church of christ,il,4602 n kilbourn ave,60630
1522,(773) 651-8901,baptist,chicago,greater divine missionary baptist church,il,45 e 71st st,60619
1523,(773) 539-9480,,chicago,north park al madina,il,3305 w balmoral ave,60625
1524,(773) 581-7415,evangelical,chicago,christian fellowship church,il,4220 w 59th st,60629
1525,(773) 436-3806,methodist,chicago,chicago lawn united methodist church,il,3500 w 63rd pl,60629
1526,(773) 488-4900,baptist,chicago,good hope baptist church,il,7101 s union ave,60621
1527,(773) 873-3222,baptist,chicago,new friendship baptist church,il,848 w 71st st,60621
1528,(773) 224-1022,,chicago,saint columbanus church,il,331 e 71st st,60619
1529,(773) 794-6240,salvation army,chicago,salvation army family store,il,5020 n pulaski rd,60630
1530,(312) 375-4628,christian,chicago,greater mountaintop international christian ministeries,il,500 e 71st st,60619
1531,(773) 622-9732,,chicago,st ferdinand convent,il,5936 w barry ave,60634
1532,(773) 622-9494,,chicago,notre dame high school for girls,il,3115 n mason ave,60634
1533,(872) 244-3890,christian,chicago,transforming lives christian center,il,614 e 71st st,60619
1534,(773) 583-4702,mormon,chicago,latter day saints,il,5100 n springfield ave,60625
1535,(773) 283-9718,,chicago,masom,il,4353 w lawrence ave,60630
1536,(630) 962-7619,,chicago,blue island hispanic seventh,il,3344 w 64th pl,60629
1537,(773) 651-1750,baptist,chicago,shiloh baptist church,il,7058 s racine ave,60636
1538,(773) 282-8844,,chicago,st patrick high school,il,5900 w belmont ave,60634
1539,(773) 622-3022,,chicago,st ferdinand school,il,3131 n mason ave,60634
1540,(773) 488-6837,pentecostal,chicago,wards chapel m b church of god,il,7111 s halsted st,60621
1541,(773) 622-1551,evangelical,chicago,new way ministries ministry,il,2300 n narragansett ave,60639
1542,(773) 622-2498,,chicago,casa misericoibia,il,2300 n narragansett ave,60639
1543,(773) 966-6680,baptist,chicago,jerusalem missionary baptist church,il,7123 s halsted st,60621
1544,(773) 947-8752,,chicago,love tabern church,il,6966 s woodlawn ave,60637
1545,(872) 465-3888,,chicago,street prayers.org inc,il,7106 s rhodes ave,60619
1546,(773) 363-5333,celestial church of christ,chicago,celestial church of christ,il,6920 s harper ave,60637
1547,(773) 725-3031,christian bible church,chicago,mayfair bible church,il,4601 n knox ave,60630
1548,(773) 434-7875,,chicago,abundant life mb church,il,2300 w 69th st,60636
1549,(773) 783-4290,,chicago,by-faith church,il,7043 s ashland ave,60636
1550,(773) 736-1112,Lutheran,chicago,st john ev lutheran school,il,4939 w montrose ave,60641
1551,(773) 846-8700,pentecostal,chicago,faith temple church of god,il,910 w 72nd st,60621
1552,(773) 506-7009,pentecostal,chicago,christ center-hope assembly of god,il,5534 n kedzie ave,60625
1553,(773) 966-7457,evangelical,chicago,mouth of god in ministries,il,2355 e 67th st,60649
1554,(773) 776-4600,,chicago,nativity bvm church,il,6812 s washtenaw ave,60629
1555,(773) 777-4004,presbyterian,chicago,fullness presbyterian church,il,4053 n keeler ave,60641
1556,(773) 626-7451,pentecostal,chicago,bethel deliverance cogic,il,5330 w division st,60651
1557,(773) 585-1221,,chicago,st richards parish,il,5030 s kostner ave,60632
1558,(773) 728-2314,,chicago,solacian chapel,il,5730 n sheridan rd,60660
1559,(773) 561-3520,hispanic christian,chicago,iglesia bautista el calvario,il,1401 w hollywood ave,60660
1560,(773) 707-5822,christian,chicago,the potters house christian center,il,4020 n elston ave,60618
1561,(773) 545-6496,,chicago,st edwards church,il,4350 w sunnyside ave,60630
1562,(773) 516-4232,pentecostal,chicago,the church of pentecost usa inc,il,5326 n kedzie ave,60625
1563,(773) 275-6859,buddhist,chicago,quang minh temple,il,4429 n damen ave,60625
1564,(773) 989-0969,buddhist,chicago,kampuchean buddhist society,il,4716 n winthrop ave,60640
1565,(773) 622-6110,evangelical,chicago,real life ministries worship,il,5335 w le moyne st,60651
1617,(773) 863-9224,christian,chicago,missionaries for christ christian center,il,1247 w 63rd st,60636
1618,(773) 776-7424,evangelical,chicago,love unlimited ministries,il,1844 w 63rd st,60636
1619,(773) 267-2706,,chicago,word of grace,il,3901 n whipple st,60618
1620,(773) 921-5150,evangelical,chicago,new covenant fellowship church,il,5433 w madison st,60644
1621,(773) 379-2335,baptist,chicago,pleasant ridge baptist church,il,116 s central ave,60644
1622,(773) 626-2239,,chicago,bethel green family worship center,il,5619 w madison st,60644
1623,(773) 237-9600,christian,chicago,heritage international christian church,il,5312 w north ave,60639
1624,(773) 955-1750,evangelical,chicago,christ unity evangelistic house of prayer,il,208 e 61st st,60637
1625,(773) 626-9385,unitarian,chicago,3rd unitarian church of chicago,il,301 n mayfield ave,60644
1626,(773) 921-2243,christian,chicago,hope community advent christian church,il,5900 w iowa st,60651
1627,(773) 424-8956,christian,chicago,deliverance christian ctr,il,6220 s damen ave,60636
1628,(773) 878-2745,,chicago,st ita religious education center,il,5525 n magnolia ave,60640
1629,(773) 667-6009,christian,chicago,parkway garden christian church,il,6600 s king dr,60637
1630,(773) 778-8500,christian,chicago,nazarene all nations church,il,6508 s ashland ave,60636
1631,(773) 874-4900,,chicago,blooming rose deliverance church,il,6730 s halsted st,60621
1632,(773) 324-0307,evangelical,chicago,living testimony ministry,il,1401 e marquette rd,60637
1633,(773) 545-2109,christian,chicago,liberty christian center,il,5447 w addison st,60641
1634,(773) 583-7344,christian,chicago,chicago tabernacle,il,3231 n cicero ave,60641
1635,(773) 478-1157,catholic,chicago,immaculate heart of mary,il,3834 n spaulding ave,60618
1636,(773) 684-0444,,chicago,chicago embassy church,il,5848 s princeton ave,60621
1637,(773) 224-0201,christian,chicago,victory outreach,il,740 w 59th st,60621
1638,(773) 471-0300,baptist,chicago,holy rock missionary baptist church,il,5854 s morgan st,60621
1639,(773) 261-7950,evangelical,chicago,christ center instl ministries,il,5824 w roosevelt rd,60644
1640,(773) 417-2450,baptist,chicago,church of chicago cornerstone baptist,il,5637 w north ave,60639
1641,(773) 224-4660,baptist,chicago,mt. moriah missionary baptist church,il,6352 s eggleston ave,60621
1642,(773) 846-0665,methodist,chicago,englewood united methodist church,il,6400 s stewart ave,60621
1643,(773) 725-9026,episcopalian,chicago,st john's episcopal church,il,3857 n kostner ave,60641
1644,(773) 873-4464,,chicago,st benedict the african-east,il,340 w 66th st,60621
1645,(773) 237-1474,,chicago,saint james church,il,5730 w fullerton ave,60639
1646,(773) 783-8030,baptist,chicago,manuel memorial missionary baptist church,il,901 w 66th st,60621
1647,(773) 891-4451,baptist,chicago,union tabernacle baptist church,il,6623 s stewart ave,60621
1648,(773) 783-3670,,chicago,the mothers foundation,il,6817 s parnell ave,60621
1649,(773) 783-0707,,chicago,new calvary light church,il,7020 s yale ave,60621
1650,(773) 252-5727,christian,chicago,bethesda church,il,4538 w fullerton ave,60639
1651,(773) 417-2761,,chicago,wounded healers word church,il,700 n lockwood ave,60644
1652,(773) 434-8841,christian,chicago,overcomers world outreach christian center inc,il,5510 s paulina st,60636
1653,(773) 778-5300,hispanic christian,chicago,iglesia cristiana casa de,il,5300 s maplewood ave,60632
1654,(773) 878-2114,,chicago,simon richard t rev,il,4827 n kenmore ave,60640
1655,(773) 287-5577,christian,chicago,westside christian center church,il,5618 w chicago ave,60651
1656,(773) 476-9659,christian,chicago,bethel tabernacle church,il,5941 s throop st,60636
1657,(773) 286-4235,,chicago,st viator church,il,4170 w addison st,60641
1658,(773) 436-2774,,chicago,united faith temple,il,6005 s marshfield ave,60636
1659,(773) 286-2288,hispanic christian,chicago,ministerio renacer,il,5300 w oakdale ave,60641
1660,(773) 888-6744,christian,chicago,empowerment christian academy,il,6446 s ashland ave,60636
1661,(773) 783-4509,baptist,chicago,canaan baptist church,il,6659 s harvard ave,60621
1662,(773) 675-6571,christian,chicago,emmanuel bible center,il,6850 s green st,60621
1663,(773) 882-4979,evangelical,chicago,dominion tabernacle global ministries,il,4444 w montrose ave ste b,60641
1664,(773) 723-7553,,chicago,holy trinity,il,6910 s halsted st,60621
1665,(773) 436-8083,muslim,chicago,chicago islamic center,il,3357 w 63rd st,60629
1666,(773) 874-9317,christian jehovah's witnesses,chicago,congregational-jehovah witness,il,7046 s halsted st,60621
1667,(773) 667-1395,,chicago,woodlawn jesuit residence,il,5554 s woodlawn ave,60637
1668,(773) 688-5119,,chicago,mt calvary w o c m,il,5500 w race ave,60644
1669,(773) 745-4526,evangelical,chicago,love in action ministries,il,5739 w north ave,60639
1670,(773) 651-3520,baptist,chicago,original philadelphia baptist,il,6550 s carpenter st,60621
1671,(773) 488-0900,baptist,chicago,true vine missionary baptist,il,6720 s stewart ave,60621
1672,(773) 488-7931,,chicago,true church of the house of god,il,6710 s may st ste 1,60621
1673,(773) 735-7428,hispanic christian,chicago,iglesia puerta al cielo,il,4946 s cicero ave,60638
1674,(773) 622-4620,,chicago,st john bosco church,il,2250 n mcvicker ave,60639
1675,(773) 737-6699,christian,chicago,first christian charismatic church la nueva uncion,il,3358 w 62nd pl,60629
1676,(773) 434-0240,evangelical,chicago,prophecy revealed ministries,il,6351 s kedzie ave,60629
1677,(773) 224-5196,christian bible church,chicago,hope bible church,il,7043 s halsted st,60621
1678,(773) 483-2987,christian mennonite,chicago,englewood mennonite church,il,7145 s green st,60621
1679,(773) 506-0749,,chicago,truc lam temple,il,1521 w wilson ave,60640
1680,(773) 384-7717,christian,chicago,marantha revival center,il,4301 w diversey ave,60639
1681,(773) 363-7000,evangelical,chicago,michael williams ministries,il,5749 s michigan ave,60637
1682,(773) 385-9464,christian,chicago,emmanuel christian center,il,1504 n lotus ave,60651
1683,(773) 891-1824,baptist,chicago,greater love baptist church,il,6424 s greenwood ave,60637
1684,(773) 912-6589,baptist,chicago,new zion grove baptist church,il,1900 w 64th st,60636
1685,(773) 863-7400,christian,chicago,new life and love full gospel center,il,2515 w 63rd st,60629
1686,(872) 244-3776,christian,chicago,christ center of truth,il,402 w 71st st,60621
1687,(773) 488-3798,,chicago,true temple of solomon,il,7138 s halsted st,60621
1688,(773) 736-3280,pentecostal,chicago,emanuel romanian pentecostal church,il,4600 n kilpatrick ave,60630
1717,(773) 626-8926,christian,chicago,new heaven christian church,il,5412 w division st,60651
1718,(773) 436-9494,,chicago,yhwh nation of obedience,il,5845 s winchester ave,60636
1719,(773) 471-3705,jewish,chicago,the spiritual israel church,il,1910 w 59th st,60636
1720,(773) 752-3689,,chicago,true church of holiness,il,5735 s indiana ave,60637
1721,(773) 588-7476,,chicago,polish jesuit fathers,il,4105 n avers ave,60618
1722,(773) 846-3436,baptist,chicago,samaritan bible baptist church,il,6847 s halsted st,60621
1723,(773) 488-7174,,chicago,travelers rest spiritual church,il,7030 s racine ave,60636
1724,(773) 379-4325,evangelical,chicago,inner healing prayer circle ministries,il,52 n central ave,60644
1725,(773) 874-0175,methodist,chicago,carter temple cme church,il,7841 s wabash ave,60619
1726,(773) 581-1115,christian,chicago,first christian church of chicago,il,3600 w 79th st,60652
1727,(773) 539-3131,,chicago,st odisho church,il,6201 n pulaski rd,60646
1728,(773) 381-0074,christian,chicago,devon church of jesus christ,il,1630 w devon ave,60660
1729,(773) 855-8717,evangelical,chicago,new jeruselem evangelistic ctr,il,1706 e 75th st,60649
1730,(773) 764-5936,,chicago,st ignatius church,il,6559 n glenwood ave,60626
1731,(773) 761-2500,,chicago,united church of rogers park,il,1545 w morse ave,60626
1732,(773) 262-3667,presbyterian,chicago,rogers park presbyterian church,il,7059 n greenview ave,60626
1733,(773) 856-3566,evangelical,chicago,garden of life ministries international,il,7058 n clark st,60626
1734,(773) 743-2200,baptist,chicago,rogers park baptist church,il,1900 w greenleaf ave,60626
1735,(773) 764-0300,christian science,chicago,christian science churches & reading rooms,il,7036 n ridge blvd,60645
1736,(773) 764-6514,,chicago,st paul's church by the lake,il,7100 n ashland blvd,60626
1737,(773) 764-3621,,chicago,saint gertrudes church,il,1420 w granville ave,60660
1738,(773) 288-2823,christian,chicago,christ temple community church,il,7400 s blackstone ave,60619
1739,(773) 488-3443,christian,chicago,southside tabernacle church,il,7724 s racine ave,60620
1740,(773) 324-1318,christian,chicago,enduring faith christian center,il,2252 e 73rd st,60649
1741,(773) 338-9565,,chicago,unification church,il,7077 n ashland blvd,60626
1742,(773) 764-5801,christian,chicago,mission christiana elim inc,il,1615 w morse ave,60626
1743,(773) 886-4205,pentecostal,chicago,holy temple chuch of god in christ,il,7811 s avalon ave,60619
1744,(773) 374-3681,baptist,chicago,calvary baptist church,il,8247 s jeffery blvd,60617
1748,(773) 249-2715,pentecostal,chicago,freedom temple church of god in christ,il,1459 w 74th st,60636
1749,(773) 382-0898,Lutheran,chicago,saint paul evangelical lutheran church,il,7621 s dorchester ave,60619
1750,(773) 770-8628,methodist,chicago,greater walters a m e zion church,il,8422 s damen ave,60620
1751,(773) 915-8364,churches of christ,chicago,chatham-avalon church of christ,il,8601 s state st,60619
1752,(773) 649-1001,baptist,chicago,providence missionary baptist,il,8401 s ashland ave,60620
1753,(773) 783-9758,baptist,chicago,maryland avenue baptist church,il,8058 s maryland ave,60619
1754,(773) 283-2311,,chicago,st constance school,il,5841 w strong st,60630
1755,(773) 338-8170,christian,chicago,christ church of chicago,il,6047 n rockwell st,60659
1756,(773) 545-8989,,chicago,redeemer of calvary,il,5001 w gunnison st,60630
1757,(773) 723-0796,christian,chicago,christian hope m b church,il,7559 s aberdeen st,60620
1758,(773) 743-8477,evangelical,chicago,power & authority ministries,il,2626 w touhy ave,60645
1759,(773) 436-8850,christian,chicago,elim christian church,il,2735 w 79th st,60652
1760,(773) 454-8791,evangelical,chicago,gods' unchanging hand ministry,il,8043 s racine ave,60620
1761,(773) 338-8590,hispanic christian,chicago,amistad cristiana norte,il,7017 n ravenswood ave,60626
1762,(773) 778-2551,,chicago,holy healing temple church,il,2659 w 71st st,60629
1763,(773) 582-5595,,chicago,wesleyan missionary church,il,5656 w 64th st,60638
1764,(773) 723-5000,,chicago,resurrecting life church,il,7653 s maryland ave,60619
1765,(773) 994-9697,churches of christ,chicago,church of christ,il,7908 s eberhart ave,60619
1766,(773) 283-9178,,chicago,st cyprian's food pantry,il,6535 w irving park rd,60634
1767,(773) 874-4510,baptist,chicago,second mount vernon baptist church,il,2109 w 79th st,60620
1768,(773) 338-4076,muslim,chicago,bosnian islamic cultural,il,7022 n western ave,60645
1769,(773) 465-8695,,chicago,romanian american import,il,7200 n washtenaw ave,60645
1770,(773) 375-7000,,chicago,god's house of all nations,il,8409 s stony island ave,60617
1771,(773) 238-6688,baptist,chicago,greater mount veron baptist church,il,8700 s laflin st,60620
1772,(773) 881-0106,pentecostal,chicago,progressive beulah pentecostal,il,1301 w 87th st,60620
1773,(872) 244-3222,baptist,chicago,the lords way missionary baptist church,il,1250 e 75th st,60619
1774,(773) 625-3722,christian bible church,chicago,forest preserve bible church,il,7430 w forest preserve ave,60634
1775,(773) 723-6624,christian,chicago,christ international outreach minstry,il,8110 s racine ave,60620
1776,(773) 637-3596,,chicago,atonement evan luth ch,il,6740 w north ave,60707
1777,(773) 427-1011,,chicago,living witness learning day,il,4159 n laramie ave,60641
1778,(773) 752-8221,christian,chicago,tabernacle of love deliverance church,il,7122 s south chicago ave,60619
1779,(773) 483-9139,baptist,chicago,resurrection missionary baptist church,il,7201 s carpenter st,60621
1780,(773) 994-2994,pentecostal,chicago,prince of peace tabernacle church of god in christ,il,7158 s racine ave,60636
1781,(773) 685-0104,presbyterian,chicago,mayfair presbyterian church,il,4358 w ainslie st,60630
1782,(773) 424-7549,,chicago,fthcm chicago,il,6641 s troy st,60629
1783,(773) 994-5373,christian,chicago,greater emmanuel community church,il,618 e 72nd st,60619
1784,(773) 925-2535,,chicago,saint benedict the african church west,il,1818 w 71st st,60636
1785,(773) 891-0747,Mormon,chicago,rayfields ministry,il,1219 w 72nd st,60636
1786,(773) 725-2116,pentecostal,chicago,belmont assembly of god,il,6050 w belmont ave,60634
1787,(773) 675-4360,baptist,chicago,field baptist church ray,il,1217 w 72nd st,60636
1788,(773) 727-6007,christian,chicago,glory to glory gospel music,il,6023 n damen ave,60659
1789,(773) 667-3947,christian jehovah's witnesses,chicago,jehovah's witnesses,il,1315 e 71st st,60619
1790,(773) 783-0698,evangelical,chicago,seedplanting ministry,il,7257 s king dr,60619
1791,(773) 651-1054,,chicago,first progressive church,il,7259 s wabash ave,60619
1792,(773) 889-1638,,chicago,st nicholas banquet hall,il,2701 n narragansett ave,60639
1793,(773) 274-1600,,chicago,country ch of the city,il,1307 w granville ave,60660
1794,(773) 274-7714,,chicago,orville,il,6225 n kenmore ave,60660
1795,(773) 583-6105,christian,chicago,assyrian christian church,il,3300 w bryn mawr ave,60659
1796,(773) 878-0837,orthodox church,chicago,holy nativity orthodox church,il,5816 n california ave,60659
1797,(773) 889-4700,christian religious science,chicago,the oak park church of religious science,il,6832 w north ave,60707
1798,(773) 651-5080,evangelical,chicago,christ outreach ministries inc,il,1404 w 72nd pl,60636
1799,(773) 651-8900,baptist,chicago,true christian fellowship baptist church,il,7240 s racine ave,60636
1800,(773) 324-7766,methodist,chicago,carey temple ame church,il,7157 s greenwood ave,60619
1801,(773) 651-3455,baptist,chicago,good shepherd baptist church,il,7205 s ashland ave,60636
1802,(773) 563-7958,baptist,chicago,mount carmel ridge baptist church,il,7309 s halsted st,60621
1803,(773) 436-7829,churches of christ,chicago,true church of christ devine,il,7208 s ashland ave,60636
1804,(773) 262-4446,catholic,chicago,convent of the sacred heart,il,6250 n sheridan rd,60660
1805,(773) 783-6616,baptist,chicago,second birth missionary baptist church,il,7254 s racine ave,60636
1806,(773) 581-0096,Lutheran,chicago,good shepherd lutheran church,il,4200 w 62nd st,60629
1807,(773) 483-2115,christian,chicago,park manor christian church,il,600 e 73rd st,60619
1808,(773) 778-8363,,chicago,mount olive mb church,il,7230 s ashland ave,60636
1809,(773) 855-8874,,chicago,power & authority church,il,7241 s ashland ave,60636
1810,(773) 324-2403,christian,chicago,bryn mawr community church,il,7000 s jeffery blvd,60649
1811,(773) 994-1381,baptist,chicago,true light baptist church,il,7300 s maryland ave,60619
1812,(773) 891-1171,christian,chicago,liberation christian ctr,il,7400 s michigan ave,60619
1813,(773) 783-8280,christian mennonite,chicago,first mennonite church,il,1477 w 73rd st,60636
1814,(773) 783-7776,Lutheran,chicago,salem lutheran church,il,318 e 74th st,60619
1815,(773) 508-3237,evangelical,chicago,charis ministries,il,6363 n sheridan rd,60660
1816,(773) 324-0445,methodist,chicago,bray temple cme church inc,il,1049 e 73rd st,60619
1817,(773) 284-6451,baptist,chicago,west lawn baptist church,il,4025 w 64th st,60629
1818,(773) 286-2950,catholic,chicago,our lady of victory,il,5212 w agatite ave,60630
1819,(773) 654-1276,,chicago,rp chicago new life,il,5875 n lincoln ave ste 248,60659
1820,(773) 417-8025,,chicago,amir caus,il,2944 n narragansett ave,60634
1821,(773) 767-8183,,chicago,st camillus church,il,5426 s lockwood ave,60638
1822,(773) 783-0057,evangelical,chicago,saint lawrence chosen ministries inc,il,7400 s saint lawrence ave,60619
1823,(773) 767-7400,Lutheran,chicago,calvary lutheran church,il,6149 s kenneth ave,60629
1824,(773) 752-3778,baptist,chicago,south shore bible baptist church,il,7159 s cornell ave,60649
1825,(773) 873-8200,baptist,chicago,rose of light missionary baptist church,il,1302 w 74th st,60636
1826,(773) 994-4222,methodist,chicago,saint mark ame zion church,il,7358 s cottage grove ave,60619
1827,(773) 846-6466,baptist,chicago,new light evangelical baptist church,il,7426 s halsted st,60621
1828,(773) 776-9707,baptist,chicago,victory missionary baptist church,il,7108 s rockwell st,60629
1829,(773) 989-9330,muslim,chicago,at-takaful islamic society,il,5933 n lincoln ave,60659
1830,(773) 776-7299,baptist,chicago,calvary hill baptist church,il,2617 w 71st st,60629
1831,(773) 764-1252,presbyterian,chicago,chicago myung sung presbyterian church,il,2814 w peterson ave,60659
1832,(773) 224-9279,churches of christ,chicago,church of christ,il,1514 w 74th st,60636
1833,(773) 728-2596,christian science,chicago,christian science reading room,il,5940 n lincoln ave,60659
1834,(708) 669-7389,hispanic christian,chicago,centro cristiano libertad 2,il,3914 n menard ave,60634
1835,(773) 846-7961,baptist,chicago,cathedral of love missonary baptist church,il,360 e 75th st,60619
1836,(773) 856-6581,,chicago,eritrean ot church of st mary,il,6350 n paulina st,60660
1837,(773) 723-0095,baptist,chicago,macedonia tabernacle baptist,il,109 e 75th st,60619
1838,(773) 783-4202,methodist,chicago,faith united methodist church,il,335 w 75th st,60620
1839,(773) 338-1111,,chicago,the church in west ridge,il,6015 n francisco ave,60659
1840,(773) 424-6327,evangelical,chicago,cdc ministry fellowship,il,2745 w 71st st,60629
1841,(773) 651-1477,evangelical,chicago,faith tabernacle apostolic,il,7426 s drexel ave,60619
1842,(773) 654-3135,christian,chicago,bread of life ministries,il,6124 n rockwell st,60659
1843,(773) 736-1155,orthodox church,chicago,romanian eastern orthodox church of st mary,il,4225 n central ave,60634
1844,(773) 961-7562,pentecostal,chicago,friendship assembly of god,il,2447 w granville ave,60659
1845,(773) 506-9075,christian,chicago,north side tabernacle of praise,il,2447 w granville ave,60659
1846,(773) 293-7975,,chicago,protestant nutrition church,il,5825 n kimball ave,60659
