,id,name,Address1,Address2,PHONE,street,city,zipcode,state,affili
1557,1557,st richards parish,"5030 s kostner avechicago, il 60632","5030+s+kostner+avechicago,+il+60632",(773) 585-1221,5030 s kostner ave,chicago,60632,il,
1558,1558,solacian chapel,"5730 n sheridan rdchicago, il 60660","5730+n+sheridan+rdchicago,+il+60660",(773) 728-2314,5730 n sheridan rd,chicago,60660,il,
1559,1559,iglesia bautista el calvario,"1401 w hollywood avechicago, il 60660","1401+w+hollywood+avechicago,+il+60660",(773) 561-3520,1401 w hollywood ave,chicago,60660,il,hispanic christian
1560,1560,the potters house christian center,"4020 n elston avechicago, il 60618","4020+n+elston+avechicago,+il+60618",(773) 707-5822,4020 n elston ave,chicago,60618,il,christian
1561,1561,st edwards church,"4350 w sunnyside avechicago, il 60630","4350+w+sunnyside+avechicago,+il+60630",(773) 545-6496,4350 w sunnyside ave,chicago,60630,il,
1562,1562,the church of pentecost usa inc,"5326 n kedzie avechicago, il 60625","5326+n+kedzie+avechicago,+il+60625",(773) 516-4232,5326 n kedzie ave,chicago,60625,il,pentecostal
1563,1563,quang minh temple,"4429 n damen avechicago, il 60625","4429+n+damen+avechicago,+il+60625",(773) 275-6859,4429 n damen ave,chicago,60625,il,buddhist
1564,1564,kampuchean buddhist society,"4716 n winthrop avechicago, il 60640","4716+n+winthrop+avechicago,+il+60640",(773) 989-0969,4716 n winthrop ave,chicago,60640,il,buddhist
1565,1565,real life ministries worship,"5335 w le moyne stchicago, il 60651","5335+w+le+moyne+stchicago,+il+60651",(773) 622-6110,5335 w le moyne st,chicago,60651,il,evangelical
1617,1617,missionaries for christ christian center,"1247 w 63rd stchicago, il 60636","1247+w+63rd+stchicago,+il+60636",(773) 863-9224,1247 w 63rd st,chicago,60636,il,christian
1618,1618,love unlimited ministries,"1844 w 63rd stchicago, il 60636","1844+w+63rd+stchicago,+il+60636",(773) 776-7424,1844 w 63rd st,chicago,60636,il,evangelical
1619,1619,word of grace,"3901 n whipple stchicago, il 60618","3901+n+whipple+stchicago,+il+60618",(773) 267-2706,3901 n whipple st,chicago,60618,il,
1620,1620,new covenant fellowship church,"5433 w madison stchicago, il 60644","5433+w+madison+stchicago,+il+60644",(773) 921-5150,5433 w madison st,chicago,60644,il,evangelical
1621,1621,pleasant ridge baptist church,"116 s central avechicago, il 60644","116+s+central+avechicago,+il+60644",(773) 379-2335,116 s central ave,chicago,60644,il,baptist
1622,1622,bethel green family worship center,"5619 w madison stchicago, il 60644","5619+w+madison+stchicago,+il+60644",(773) 626-2239,5619 w madison st,chicago,60644,il,
1623,1623,heritage international christian church,"5312 w north avechicago, il 60639","5312+w+north+avechicago,+il+60639",(773) 237-9600,5312 w north ave,chicago,60639,il,christian
1624,1624,christ unity evangelistic house of prayer,"208 e 61st stchicago, il 60637","208+e+61st+stchicago,+il+60637",(773) 955-1750,208 e 61st st,chicago,60637,il,evangelical
1625,1625,3rd unitarian church of chicago,"301 n mayfield avechicago, il 60644","301+n+mayfield+avechicago,+il+60644",(773) 626-9385,301 n mayfield ave,chicago,60644,il,unitarian
1626,1626,hope community advent christian church,"5900 w iowa stchicago, il 60651","5900+w+iowa+stchicago,+il+60651",(773) 921-2243,5900 w iowa st,chicago,60651,il,christian
1627,1627,deliverance christian ctr,"6220 s damen avechicago, il 60636","6220+s+damen+avechicago,+il+60636",(773) 424-8956,6220 s damen ave,chicago,60636,il,christian
1628,1628,st ita religious education center,"5525 n magnolia avechicago, il 60640","5525+n+magnolia+avechicago,+il+60640",(773) 878-2745,5525 n magnolia ave,chicago,60640,il,
1629,1629,parkway garden christian church,"6600 s king drchicago, il 60637","6600+s+king+drchicago,+il+60637",(773) 667-6009,6600 s king dr,chicago,60637,il,christian
1630,1630,nazarene all nations church,"6508 s ashland avechicago, il 60636","6508+s+ashland+avechicago,+il+60636",(773) 778-8500,6508 s ashland ave,chicago,60636,il,christian
1631,1631,blooming rose deliverance church,"6730 s halsted stchicago, il 60621","6730+s+halsted+stchicago,+il+60621",(773) 874-4900,6730 s halsted st,chicago,60621,il,
1632,1632,living testimony ministry,"1401 e marquette rdchicago, il 60637","1401+e+marquette+rdchicago,+il+60637",(773) 324-0307,1401 e marquette rd,chicago,60637,il,evangelical
1633,1633,liberty christian center,"5447 w addison stchicago, il 60641","5447+w+addison+stchicago,+il+60641",(773) 545-2109,5447 w addison st,chicago,60641,il,christian
1634,1634,chicago tabernacle,"3231 n cicero avechicago, il 60641","3231+n+cicero+avechicago,+il+60641",(773) 583-7344,3231 n cicero ave,chicago,60641,il,christian
1635,1635,immaculate heart of mary,"3834 n spaulding avechicago, il 60618","3834+n+spaulding+avechicago,+il+60618",(773) 478-1157,3834 n spaulding ave,chicago,60618,il,catholic
1636,1636,chicago embassy church,"5848 s princeton avechicago, il 60621","5848+s+princeton+avechicago,+il+60621",(773) 684-0444,5848 s princeton ave,chicago,60621,il,
1637,1637,victory outreach,"740 w 59th stchicago, il 60621","740+w+59th+stchicago,+il+60621",(773) 224-0201,740 w 59th st,chicago,60621,il,christian
1638,1638,holy rock missionary baptist church,"5854 s morgan stchicago, il 60621","5854+s+morgan+stchicago,+il+60621",(773) 471-0300,5854 s morgan st,chicago,60621,il,baptist
1639,1639,christ center instl ministries,"5824 w roosevelt rdchicago, il 60644","5824+w+roosevelt+rdchicago,+il+60644",(773) 261-7950,5824 w roosevelt rd,chicago,60644,il,evangelical
1640,1640,church of chicago cornerstone baptist,"5637 w north avechicago, il 60639","5637+w+north+avechicago,+il+60639",(773) 417-2450,5637 w north ave,chicago,60639,il,baptist
1641,1641,mt. moriah missionary baptist church,"6352 s eggleston avechicago, il 60621","6352+s+eggleston+avechicago,+il+60621",(773) 224-4660,6352 s eggleston ave,chicago,60621,il,baptist
1642,1642,englewood united methodist church,"6400 s stewart avechicago, il 60621","6400+s+stewart+avechicago,+il+60621",(773) 846-0665,6400 s stewart ave,chicago,60621,il,methodist
1643,1643,st john's episcopal church,"3857 n kostner avechicago, il 60641","3857+n+kostner+avechicago,+il+60641",(773) 725-9026,3857 n kostner ave,chicago,60641,il,episcopalian
1644,1644,st benedict the african-east,"340 w 66th stchicago, il 60621","340+w+66th+stchicago,+il+60621",(773) 873-4464,340 w 66th st,chicago,60621,il,
1645,1645,saint james church,"5730 w fullerton avechicago, il 60639","5730+w+fullerton+avechicago,+il+60639",(773) 237-1474,5730 w fullerton ave,chicago,60639,il,
1646,1646,manuel memorial missionary baptist church,"901 w 66th stchicago, il 60621","901+w+66th+stchicago,+il+60621",(773) 783-8030,901 w 66th st,chicago,60621,il,baptist
1647,1647,union tabernacle baptist church,"6623 s stewart avechicago, il 60621","6623+s+stewart+avechicago,+il+60621",(773) 891-4451,6623 s stewart ave,chicago,60621,il,baptist
1648,1648,the mothers foundation,"6817 s parnell avechicago, il 60621","6817+s+parnell+avechicago,+il+60621",(773) 783-3670,6817 s parnell ave,chicago,60621,il,
1649,1649,new calvary light church,"7020 s yale avechicago, il 60621","7020+s+yale+avechicago,+il+60621",(773) 783-0707,7020 s yale ave,chicago,60621,il,
1650,1650,bethesda church,"4538 w fullerton avechicago, il 60639","4538+w+fullerton+avechicago,+il+60639",(773) 252-5727,4538 w fullerton ave,chicago,60639,il,christian
1651,1651,wounded healers word church,"700 n lockwood avechicago, il 60644","700+n+lockwood+avechicago,+il+60644",(773) 417-2761,700 n lockwood ave,chicago,60644,il,
1652,1652,overcomers world outreach christian center inc,"5510 s paulina stchicago, il 60636","5510+s+paulina+stchicago,+il+60636",(773) 434-8841,5510 s paulina st,chicago,60636,il,christian
1653,1653,iglesia cristiana casa de,"5300 s maplewood avechicago, il 60632","5300+s+maplewood+avechicago,+il+60632",(773) 778-5300,5300 s maplewood ave,chicago,60632,il,hispanic christian
1654,1654,simon richard t rev,"4827 n kenmore avechicago, il 60640","4827+n+kenmore+avechicago,+il+60640",(773) 878-2114,4827 n kenmore ave,chicago,60640,il,
1655,1655,westside christian center church,"5618 w chicago avechicago, il 60651","5618+w+chicago+avechicago,+il+60651",(773) 287-5577,5618 w chicago ave,chicago,60651,il,christian
1656,1656,bethel tabernacle church,"5941 s throop stchicago, il 60636","5941+s+throop+stchicago,+il+60636",(773) 476-9659,5941 s throop st,chicago,60636,il,christian
1657,1657,st viator church,"4170 w addison stchicago, il 60641","4170+w+addison+stchicago,+il+60641",(773) 286-4235,4170 w addison st,chicago,60641,il,
1658,1658,united faith temple,"6005 s marshfield avechicago, il 60636","6005+s+marshfield+avechicago,+il+60636",(773) 436-2774,6005 s marshfield ave,chicago,60636,il,
1659,1659,ministerio renacer,"5300 w oakdale avechicago, il 60641","5300+w+oakdale+avechicago,+il+60641",(773) 286-2288,5300 w oakdale ave,chicago,60641,il,hispanic christian
1660,1660,empowerment christian academy,"6446 s ashland avechicago, il 60636","6446+s+ashland+avechicago,+il+60636",(773) 888-6744,6446 s ashland ave,chicago,60636,il,christian
1661,1661,canaan baptist church,"6659 s harvard avechicago, il 60621","6659+s+harvard+avechicago,+il+60621",(773) 783-4509,6659 s harvard ave,chicago,60621,il,baptist
1662,1662,emmanuel bible center,"6850 s green stchicago, il 60621","6850+s+green+stchicago,+il+60621",(773) 675-6571,6850 s green st,chicago,60621,il,christian
1663,1663,dominion tabernacle global ministries,"4444 w montrose ave ste bchicago, il 60641","4444+w+montrose+ave+ste+bchicago,+il+60641",(773) 882-4979,4444 w montrose ave ste b,chicago,60641,il,evangelical
1664,1664,holy trinity,"6910 s halsted stchicago, il 60621","6910+s+halsted+stchicago,+il+60621",(773) 723-7553,6910 s halsted st,chicago,60621,il,
1665,1665,chicago islamic center,"3357 w 63rd stchicago, il 60629","3357+w+63rd+stchicago,+il+60629",(773) 436-8083,3357 w 63rd st,chicago,60629,il,muslim
1666,1666,congregational-jehovah witness,"7046 s halsted stchicago, il 60621","7046+s+halsted+stchicago,+il+60621",(773) 874-9317,7046 s halsted st,chicago,60621,il,christian jehovah's witnesses
1667,1667,woodlawn jesuit residence,"5554 s woodlawn avechicago, il 60637","5554+s+woodlawn+avechicago,+il+60637",(773) 667-1395,5554 s woodlawn ave,chicago,60637,il,
1668,1668,mt calvary w o c m,"5500 w race avechicago, il 60644","5500+w+race+avechicago,+il+60644",(773) 688-5119,5500 w race ave,chicago,60644,il,
1669,1669,love in action ministries,"5739 w north avechicago, il 60639","5739+w+north+avechicago,+il+60639",(773) 745-4526,5739 w north ave,chicago,60639,il,evangelical
1670,1670,original philadelphia baptist,"6550 s carpenter stchicago, il 60621","6550+s+carpenter+stchicago,+il+60621",(773) 651-3520,6550 s carpenter st,chicago,60621,il,baptist
1671,1671,true vine missionary baptist,"6720 s stewart avechicago, il 60621","6720+s+stewart+avechicago,+il+60621",(773) 488-0900,6720 s stewart ave,chicago,60621,il,baptist
1672,1672,true church of the house of god,"6710 s may st ste 1chicago, il 60621","6710+s+may+st+ste+1chicago,+il+60621",(773) 488-7931,6710 s may st ste 1,chicago,60621,il,
1673,1673,iglesia puerta al cielo,"4946 s cicero avechicago, il 60638","4946+s+cicero+avechicago,+il+60638",(773) 735-7428,4946 s cicero ave,chicago,60638,il,hispanic christian
1674,1674,st john bosco church,"2250 n mcvicker avechicago, il 60639","2250+n+mcvicker+avechicago,+il+60639",(773) 622-4620,2250 n mcvicker ave,chicago,60639,il,
1675,1675,first christian charismatic church la nueva uncion,"3358 w 62nd plchicago, il 60629","3358+w+62nd+plchicago,+il+60629",(773) 737-6699,3358 w 62nd pl,chicago,60629,il,christian
1676,1676,prophecy revealed ministries,"6351 s kedzie avechicago, il 60629","6351+s+kedzie+avechicago,+il+60629",(773) 434-0240,6351 s kedzie ave,chicago,60629,il,evangelical
1677,1677,hope bible church,"7043 s halsted stchicago, il 60621","7043+s+halsted+stchicago,+il+60621",(773) 224-5196,7043 s halsted st,chicago,60621,il,christian bible church
1678,1678,englewood mennonite church,"7145 s green stchicago, il 60621","7145+s+green+stchicago,+il+60621",(773) 483-2987,7145 s green st,chicago,60621,il,christian mennonite
1679,1679,truc lam temple,"1521 w wilson avechicago, il 60640","1521+w+wilson+avechicago,+il+60640",(773) 506-0749,1521 w wilson ave,chicago,60640,il,
1680,1680,marantha revival center,"4301 w diversey avechicago, il 60639","4301+w+diversey+avechicago,+il+60639",(773) 384-7717,4301 w diversey ave,chicago,60639,il,christian
1681,1681,michael williams ministries,"5749 s michigan avechicago, il 60637","5749+s+michigan+avechicago,+il+60637",(773) 363-7000,5749 s michigan ave,chicago,60637,il,evangelical
1682,1682,emmanuel christian center,"1504 n lotus avechicago, il 60651","1504+n+lotus+avechicago,+il+60651",(773) 385-9464,1504 n lotus ave,chicago,60651,il,christian
1683,1683,greater love baptist church,"6424 s greenwood avechicago, il 60637","6424+s+greenwood+avechicago,+il+60637",(773) 891-1824,6424 s greenwood ave,chicago,60637,il,baptist
1684,1684,new zion grove baptist church,"1900 w 64th stchicago, il 60636","1900+w+64th+stchicago,+il+60636",(773) 912-6589,1900 w 64th st,chicago,60636,il,baptist
1685,1685,new life and love full gospel center,"2515 w 63rd stchicago, il 60629","2515+w+63rd+stchicago,+il+60629",(773) 863-7400,2515 w 63rd st,chicago,60629,il,christian
1686,1686,christ center of truth,"402 w 71st stchicago, il 60621","402+w+71st+stchicago,+il+60621",(872) 244-3776,402 w 71st st,chicago,60621,il,christian
1687,1687,true temple of solomon,"7138 s halsted stchicago, il 60621","7138+s+halsted+stchicago,+il+60621",(773) 488-3798,7138 s halsted st,chicago,60621,il,
1688,1688,emanuel romanian pentecostal church,"4600 n kilpatrick avechicago, il 60630","4600+n+kilpatrick+avechicago,+il+60630",(773) 736-3280,4600 n kilpatrick ave,chicago,60630,il,pentecostal
1717,1717,new heaven christian church,"5412 w division stchicago, il 60651","5412+w+division+stchicago,+il+60651",(773) 626-8926,5412 w division st,chicago,60651,il,christian
1718,1718,yhwh nation of obedience,"5845 s winchester avechicago, il 60636","5845+s+winchester+avechicago,+il+60636",(773) 436-9494,5845 s winchester ave,chicago,60636,il,
1719,1719,the spiritual israel church,"1910 w 59th stchicago, il 60636","1910+w+59th+stchicago,+il+60636",(773) 471-3705,1910 w 59th st,chicago,60636,il,jewish
1720,1720,true church of holiness,"5735 s indiana avechicago, il 60637","5735+s+indiana+avechicago,+il+60637",(773) 752-3689,5735 s indiana ave,chicago,60637,il,
1721,1721,polish jesuit fathers,"4105 n avers avechicago, il 60618","4105+n+avers+avechicago,+il+60618",(773) 588-7476,4105 n avers ave,chicago,60618,il,
1722,1722,samaritan bible baptist church,"6847 s halsted stchicago, il 60621","6847+s+halsted+stchicago,+il+60621",(773) 846-3436,6847 s halsted st,chicago,60621,il,baptist
1723,1723,travelers rest spiritual church,"7030 s racine avechicago, il 60636","7030+s+racine+avechicago,+il+60636",(773) 488-7174,7030 s racine ave,chicago,60636,il,
1724,1724,inner healing prayer circle ministries,"52 n central avechicago, il 60644","52+n+central+avechicago,+il+60644",(773) 379-4325,52 n central ave,chicago,60644,il,evangelical
1725,1725,carter temple cme church,"7841 s wabash avechicago, il 60619","7841+s+wabash+avechicago,+il+60619",(773) 874-0175,7841 s wabash ave,chicago,60619,il,methodist
1726,1726,first christian church of chicago,"3600 w 79th stchicago, il 60652","3600+w+79th+stchicago,+il+60652",(773) 581-1115,3600 w 79th st,chicago,60652,il,christian
1727,1727,st odisho church,"6201 n pulaski rdchicago, il 60646","6201+n+pulaski+rdchicago,+il+60646",(773) 539-3131,6201 n pulaski rd,chicago,60646,il,
1728,1728,devon church of jesus christ,"1630 w devon avechicago, il 60660","1630+w+devon+avechicago,+il+60660",(773) 381-0074,1630 w devon ave,chicago,60660,il,christian
1729,1729,new jeruselem evangelistic ctr,"1706 e 75th stchicago, il 60649","1706+e+75th+stchicago,+il+60649",(773) 855-8717,1706 e 75th st,chicago,60649,il,evangelical
1730,1730,st ignatius church,"6559 n glenwood avechicago, il 60626","6559+n+glenwood+avechicago,+il+60626",(773) 764-5936,6559 n glenwood ave,chicago,60626,il,
1731,1731,united church of rogers park,"1545 w morse avechicago, il 60626","1545+w+morse+avechicago,+il+60626",(773) 761-2500,1545 w morse ave,chicago,60626,il,
1732,1732,rogers park presbyterian church,"7059 n greenview avechicago, il 60626","7059+n+greenview+avechicago,+il+60626",(773) 262-3667,7059 n greenview ave,chicago,60626,il,presbyterian
1733,1733,garden of life ministries international,"7058 n clark stchicago, il 60626","7058+n+clark+stchicago,+il+60626",(773) 856-3566,7058 n clark st,chicago,60626,il,evangelical
1734,1734,rogers park baptist church,"1900 w greenleaf avechicago, il 60626","1900+w+greenleaf+avechicago,+il+60626",(773) 743-2200,1900 w greenleaf ave,chicago,60626,il,baptist
1735,1735,christian science churches & reading rooms,"7036 n ridge blvdchicago, il 60645","7036+n+ridge+blvdchicago,+il+60645",(773) 764-0300,7036 n ridge blvd,chicago,60645,il,christian science
1736,1736,st paul's church by the lake,"7100 n ashland blvdchicago, il 60626","7100+n+ashland+blvdchicago,+il+60626",(773) 764-6514,7100 n ashland blvd,chicago,60626,il,
1737,1737,saint gertrudes church,"1420 w granville avechicago, il 60660","1420+w+granville+avechicago,+il+60660",(773) 764-3621,1420 w granville ave,chicago,60660,il,
1738,1738,christ temple community church,"7400 s blackstone avechicago, il 60619","7400+s+blackstone+avechicago,+il+60619",(773) 288-2823,7400 s blackstone ave,chicago,60619,il,christian
1739,1739,southside tabernacle church,"7724 s racine avechicago, il 60620","7724+s+racine+avechicago,+il+60620",(773) 488-3443,7724 s racine ave,chicago,60620,il,christian
1740,1740,enduring faith christian center,"2252 e 73rd stchicago, il 60649","2252+e+73rd+stchicago,+il+60649",(773) 324-1318,2252 e 73rd st,chicago,60649,il,christian
1741,1741,unification church,"7077 n ashland blvdchicago, il 60626","7077+n+ashland+blvdchicago,+il+60626",(773) 338-9565,7077 n ashland blvd,chicago,60626,il,
1742,1742,mission christiana elim inc,"1615 w morse avechicago, il 60626","1615+w+morse+avechicago,+il+60626",(773) 764-5801,1615 w morse ave,chicago,60626,il,christian
1743,1743,holy temple chuch of god in christ,"7811 s avalon avechicago, il 60619","7811+s+avalon+avechicago,+il+60619",(773) 886-4205,7811 s avalon ave,chicago,60619,il,pentecostal
1744,1744,calvary baptist church,"8247 s jeffery blvdchicago, il 60617","8247+s+jeffery+blvdchicago,+il+60617",(773) 374-3681,8247 s jeffery blvd,chicago,60617,il,baptist
1748,1748,freedom temple church of god in christ,"1459 w 74th stchicago, il 60636","1459+w+74th+stchicago,+il+60636",(773) 249-2715,1459 w 74th st,chicago,60636,il,pentecostal
1749,1749,saint paul evangelical lutheran church,"7621 s dorchester avechicago, il 60619","7621+s+dorchester+avechicago,+il+60619",(773) 382-0898,7621 s dorchester ave,chicago,60619,il,Lutheran
1750,1750,greater walters a m e zion church,"8422 s damen avechicago, il 60620","8422+s+damen+avechicago,+il+60620",(773) 770-8628,8422 s damen ave,chicago,60620,il,methodist
1751,1751,chatham-avalon church of christ,"8601 s state stchicago, il 60619","8601+s+state+stchicago,+il+60619",(773) 915-8364,8601 s state st,chicago,60619,il,churches of christ
1752,1752,providence missionary baptist,"8401 s ashland avechicago, il 60620","8401+s+ashland+avechicago,+il+60620",(773) 649-1001,8401 s ashland ave,chicago,60620,il,baptist
1753,1753,maryland avenue baptist church,"8058 s maryland avechicago, il 60619","8058+s+maryland+avechicago,+il+60619",(773) 783-9758,8058 s maryland ave,chicago,60619,il,baptist
1754,1754,st constance school,"5841 w strong stchicago, il 60630","5841+w+strong+stchicago,+il+60630",(773) 283-2311,5841 w strong st,chicago,60630,il,
1755,1755,christ church of chicago,"6047 n rockwell stchicago, il 60659","6047+n+rockwell+stchicago,+il+60659",(773) 338-8170,6047 n rockwell st,chicago,60659,il,christian
1756,1756,redeemer of calvary,"5001 w gunnison stchicago, il 60630","5001+w+gunnison+stchicago,+il+60630",(773) 545-8989,5001 w gunnison st,chicago,60630,il,
1757,1757,christian hope m b church,"7559 s aberdeen stchicago, il 60620","7559+s+aberdeen+stchicago,+il+60620",(773) 723-0796,7559 s aberdeen st,chicago,60620,il,christian
1758,1758,power & authority ministries,"2626 w touhy avechicago, il 60645","2626+w+touhy+avechicago,+il+60645",(773) 743-8477,2626 w touhy ave,chicago,60645,il,evangelical
1759,1759,elim christian church,"2735 w 79th stchicago, il 60652","2735+w+79th+stchicago,+il+60652",(773) 436-8850,2735 w 79th st,chicago,60652,il,christian
1760,1760,gods' unchanging hand ministry,"8043 s racine avechicago, il 60620","8043+s+racine+avechicago,+il+60620",(773) 454-8791,8043 s racine ave,chicago,60620,il,evangelical
1761,1761,amistad cristiana norte,"7017 n ravenswood avechicago, il 60626","7017+n+ravenswood+avechicago,+il+60626",(773) 338-8590,7017 n ravenswood ave,chicago,60626,il,hispanic christian
1762,1762,holy healing temple church,"2659 w 71st stchicago, il 60629","2659+w+71st+stchicago,+il+60629",(773) 778-2551,2659 w 71st st,chicago,60629,il,
1763,1763,wesleyan missionary church,"5656 w 64th stchicago, il 60638","5656+w+64th+stchicago,+il+60638",(773) 582-5595,5656 w 64th st,chicago,60638,il,
1764,1764,resurrecting life church,"7653 s maryland avechicago, il 60619","7653+s+maryland+avechicago,+il+60619",(773) 723-5000,7653 s maryland ave,chicago,60619,il,
1765,1765,church of christ,"7908 s eberhart avechicago, il 60619","7908+s+eberhart+avechicago,+il+60619",(773) 994-9697,7908 s eberhart ave,chicago,60619,il,churches of christ
1766,1766,st cyprian's food pantry,"6535 w irving park rdchicago, il 60634","6535+w+irving+park+rdchicago,+il+60634",(773) 283-9178,6535 w irving park rd,chicago,60634,il,
1767,1767,second mount vernon baptist church,"2109 w 79th stchicago, il 60620","2109+w+79th+stchicago,+il+60620",(773) 874-4510,2109 w 79th st,chicago,60620,il,baptist
1768,1768,bosnian islamic cultural,"7022 n western avechicago, il 60645","7022+n+western+avechicago,+il+60645",(773) 338-4076,7022 n western ave,chicago,60645,il,muslim
1769,1769,romanian american import,"7200 n washtenaw avechicago, il 60645","7200+n+washtenaw+avechicago,+il+60645",(773) 465-8695,7200 n washtenaw ave,chicago,60645,il,
1770,1770,god's house of all nations,"8409 s stony island avechicago, il 60617","8409+s+stony+island+avechicago,+il+60617",(773) 375-7000,8409 s stony island ave,chicago,60617,il,
1771,1771,greater mount veron baptist church,"8700 s laflin stchicago, il 60620","8700+s+laflin+stchicago,+il+60620",(773) 238-6688,8700 s laflin st,chicago,60620,il,baptist
1772,1772,progressive beulah pentecostal,"1301 w 87th stchicago, il 60620","1301+w+87th+stchicago,+il+60620",(773) 881-0106,1301 w 87th st,chicago,60620,il,pentecostal
1773,1773,the lords way missionary baptist church,"1250 e 75th stchicago, il 60619","1250+e+75th+stchicago,+il+60619",(872) 244-3222,1250 e 75th st,chicago,60619,il,baptist
1774,1774,forest preserve bible church,"7430 w forest preserve avechicago, il 60634","7430+w+forest+preserve+avechicago,+il+60634",(773) 625-3722,7430 w forest preserve ave,chicago,60634,il,christian bible church
1775,1775,christ international outreach minstry,"8110 s racine avechicago, il 60620","8110+s+racine+avechicago,+il+60620",(773) 723-6624,8110 s racine ave,chicago,60620,il,christian
1776,1776,atonement evan luth ch,"6740 w north avechicago, il 60707","6740+w+north+avechicago,+il+60707",(773) 637-3596,6740 w north ave,chicago,60707,il,
1777,1777,living witness learning day,"4159 n laramie avechicago, il 60641","4159+n+laramie+avechicago,+il+60641",(773) 427-1011,4159 n laramie ave,chicago,60641,il,
1778,1778,tabernacle of love deliverance church,"7122 s south chicago avechicago, il 60619","7122+s+south+chicago+avechicago,+il+60619",(773) 752-8221,7122 s south chicago ave,chicago,60619,il,christian
1779,1779,resurrection missionary baptist church,"7201 s carpenter stchicago, il 60621","7201+s+carpenter+stchicago,+il+60621",(773) 483-9139,7201 s carpenter st,chicago,60621,il,baptist
1780,1780,prince of peace tabernacle church of god in christ,"7158 s racine avechicago, il 60636","7158+s+racine+avechicago,+il+60636",(773) 994-2994,7158 s racine ave,chicago,60636,il,pentecostal
1781,1781,mayfair presbyterian church,"4358 w ainslie stchicago, il 60630","4358+w+ainslie+stchicago,+il+60630",(773) 685-0104,4358 w ainslie st,chicago,60630,il,presbyterian
1782,1782,fthcm chicago,"6641 s troy stchicago, il 60629","6641+s+troy+stchicago,+il+60629",(773) 424-7549,6641 s troy st,chicago,60629,il,
1783,1783,greater emmanuel community church,"618 e 72nd stchicago, il 60619","618+e+72nd+stchicago,+il+60619",(773) 994-5373,618 e 72nd st,chicago,60619,il,christian
1784,1784,saint benedict the african church west,"1818 w 71st stchicago, il 60636","1818+w+71st+stchicago,+il+60636",(773) 925-2535,1818 w 71st st,chicago,60636,il,
1785,1785,rayfields ministry,"1219 w 72nd stchicago, il 60636","1219+w+72nd+stchicago,+il+60636",(773) 891-0747,1219 w 72nd st,chicago,60636,il,Mormon
1786,1786,belmont assembly of god,"6050 w belmont avechicago, il 60634","6050+w+belmont+avechicago,+il+60634",(773) 725-2116,6050 w belmont ave,chicago,60634,il,pentecostal
1787,1787,field baptist church ray,"1217 w 72nd stchicago, il 60636","1217+w+72nd+stchicago,+il+60636",(773) 675-4360,1217 w 72nd st,chicago,60636,il,baptist
1788,1788,glory to glory gospel music,"6023 n damen avechicago, il 60659","6023+n+damen+avechicago,+il+60659",(773) 727-6007,6023 n damen ave,chicago,60659,il,christian
1789,1789,jehovah's witnesses,"1315 e 71st stchicago, il 60619","1315+e+71st+stchicago,+il+60619",(773) 667-3947,1315 e 71st st,chicago,60619,il,christian jehovah's witnesses
1790,1790,seedplanting ministry,"7257 s king drchicago, il 60619","7257+s+king+drchicago,+il+60619",(773) 783-0698,7257 s king dr,chicago,60619,il,evangelical
1791,1791,first progressive church,"7259 s wabash avechicago, il 60619","7259+s+wabash+avechicago,+il+60619",(773) 651-1054,7259 s wabash ave,chicago,60619,il,
1792,1792,st nicholas banquet hall,"2701 n narragansett avechicago, il 60639","2701+n+narragansett+avechicago,+il+60639",(773) 889-1638,2701 n narragansett ave,chicago,60639,il,
1793,1793,country ch of the city,"1307 w granville avechicago, il 60660","1307+w+granville+avechicago,+il+60660",(773) 274-1600,1307 w granville ave,chicago,60660,il,
1794,1794,orville,"6225 n kenmore avechicago, il 60660","6225+n+kenmore+avechicago,+il+60660",(773) 274-7714,6225 n kenmore ave,chicago,60660,il,
1795,1795,assyrian christian church,"3300 w bryn mawr avechicago, il 60659","3300+w+bryn+mawr+avechicago,+il+60659",(773) 583-6105,3300 w bryn mawr ave,chicago,60659,il,christian
1796,1796,holy nativity orthodox church,"5816 n california avechicago, il 60659","5816+n+california+avechicago,+il+60659",(773) 878-0837,5816 n california ave,chicago,60659,il,orthodox church
1797,1797,the oak park church of religious science,"6832 w north avechicago, il 60707","6832+w+north+avechicago,+il+60707",(773) 889-4700,6832 w north ave,chicago,60707,il,christian religious science
1798,1798,christ outreach ministries inc,"1404 w 72nd plchicago, il 60636","1404+w+72nd+plchicago,+il+60636",(773) 651-5080,1404 w 72nd pl,chicago,60636,il,evangelical
1799,1799,true christian fellowship baptist church,"7240 s racine avechicago, il 60636","7240+s+racine+avechicago,+il+60636",(773) 651-8900,7240 s racine ave,chicago,60636,il,baptist
1800,1800,carey temple ame church,"7157 s greenwood avechicago, il 60619","7157+s+greenwood+avechicago,+il+60619",(773) 324-7766,7157 s greenwood ave,chicago,60619,il,methodist
1801,1801,good shepherd baptist church,"7205 s ashland avechicago, il 60636","7205+s+ashland+avechicago,+il+60636",(773) 651-3455,7205 s ashland ave,chicago,60636,il,baptist
1802,1802,mount carmel ridge baptist church,"7309 s halsted stchicago, il 60621","7309+s+halsted+stchicago,+il+60621",(773) 563-7958,7309 s halsted st,chicago,60621,il,baptist
1803,1803,true church of christ devine,"7208 s ashland avechicago, il 60636","7208+s+ashland+avechicago,+il+60636",(773) 436-7829,7208 s ashland ave,chicago,60636,il,churches of christ
